s1.lkca.cat;08047479,08062729,08045665,08000153,08015375,08019711,08022707,08026117
s2.lkca.cat;08046864,08054401,08062791,08042093,08061117,08022380,08037917,08038031,08039264,08042287,08058441,08063916
s3.lkca.cat;08033924,08044569,08053121,08072176,08020073,08015651,08022197,08028072,08039318,08061521
s4.lkca.cat;08040849,08046608,08044958,08066541,08071226,08041970,08002733,08003695,08010146,08001819,08001923,08002113,08017104,08043796
s5.lkca.cat;25007505,08056985,17009308,08061208,08035301,43006617,08035519,17009813,25004981,43002260,43012976,43003756,08038314,08028758,08067582,08076558,08034485,08076546,25001722,43005492,17002168
s6.lkca.cat;08000396,08023554,08024844,08030686,08031061,08035957,08060484,08061142,08061191,08064118,08072395,17000861,17000937,17001371,17002776,17002995,17004116,17004220,17004244,17004955,17007828,25000961,25001291,25001400,25003551,25004036,25004085,25006549,25008534,25008790,25009095,25009113,43004487,43004700,43010098
